phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Male35-54YO,0.000 (0.000 - 0.247),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,642894,1,14,0.002,0,0,0,0.247053,0,0,0.975,0.999998,0.999991,1,0.999978,0.999963,0.999988,Feb 05 2024 11:45:09 PM,642908,30,14,7212278,7212305.7,0.005,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Male35-54YO,0.385 (0.139 - 0.684),0.167 (0.056 - 0.347),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,5,642869,25,9,0.002,0.233,0.384615,0.138579,0.684222,0.166667,0.056422,0.347212,0.999961,0.999943,0.999975,0.999986,0.999973,0.999994,Feb 05 2024 11:45:09 PM,642908,30,14,7212278,7212305.7,0.005,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male35-54YO,0.091 (0.002 - 0.413),0.500 (0.013 - 0.987),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,1,526689,1,10,0.002,0.154,0.090909,0.002299,0.41278,0.5,0.012579,0.987421,0.999998,0.999989,1,0.999979,0.999963,0.99999,Feb 06 2024 1:07:49 PM,526701,24,12,7018987.4,7019011.1,0.005,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male35-54YO,0.273 (0.060 - 0.610),0.125 (0.027 - 0.324),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,4,526669,20,8,0.002,0.171,0.272727,0.060218,0.609743,0.125,0.026559,0.323611,0.999962,0.999941,0.999977,0.999985,0.99997,0.999993,Feb 06 2024 1:07:49 PM,526701,24,12,7018987.4,7019011.1,0.005,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male35-54YO,0.500 (0.118 - 0.882),0.120 (0.025 - 0.312),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,4,526353,21,3,0.001,0.194,0.5,0.118117,0.881883,0.12,0.025465,0.31219,0.999958,0.999937,0.999974,0.999992,0.999981,0.999998,Feb 06 2024 1:07:49 PM,526381,21,7,7013996,7014025.8,0.004,0.001,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male35-54YO,0.500 (0.118 - 0.882),0.120 (0.025 - 0.312),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,4,526349,21,3,0.001,0.194,0.5,0.118117,0.881883,0.12,0.025465,0.31219,0.999958,0.999937,0.999974,0.999992,0.999981,0.999998,Feb 06 2024 1:07:49 PM,526377,21,7,7013922.7,7013952.5,0.004,0.001,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male35-54YO,0.091 (0.002 - 0.413),0.500 (0.013 - 0.987),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,1,526654,1,10,0.002,0.154,0.090909,0.002299,0.41278,0.5,0.012579,0.987421,0.999998,0.999989,1,0.999979,0.999963,0.99999,Feb 06 2024 1:07:49 PM,526666,21,11,7018486.9,7018508.1,0.004,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Male55-64YO,0.038 (0.010 - 0.094),0.667 (0.223 - 0.957),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,5,305842,1,101,0.035,0.071,0.037736,0.010376,0.093806,0.666667,0.222778,0.956728,0.999997,0.999982,1,0.999667,0.999595,0.999728,Feb 05 2024 11:51:13 PM,305949,189,106,4425906.6,4426044.2,0.062,0.035,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Male55-64YO,0.598 (0.499 - 0.692),0.337 (0.270 - 0.409),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,64,305717,126,43,0.035,0.431,0.598131,0.49892,0.691766,0.336842,0.270037,0.40883,0.999591,0.999513,0.99966,0.999859,0.999811,0.999898,Feb 05 2024 11:51:13 PM,305950,190,107,4425929.6,4426067.1,0.062,0.035,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male55-64YO,0.141 (0.073 - 0.238),0.524 (0.298 - 0.743),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,11,272744,10,67,0.029,0.222,0.141026,0.072558,0.238339,0.52381,0.297807,0.742869,0.999963,0.999933,0.999982,0.999751,0.999684,0.999806,Feb 06 2024 1:08:07 PM,272832,152,79,4371289.8,4371418.2,0.056,0.029,0.003,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male55-64YO,0.641 (0.524 - 0.747),0.329 (0.255 - 0.410),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,51,272652,101,28,0.029,0.435,0.641026,0.524424,0.746568,0.328947,0.254988,0.409725,0.99963,0.99955,0.999698,0.999897,0.999852,0.999932,Feb 06 2024 1:08:07 PM,272832,152,79,4371289.8,4371418.2,0.056,0.029,0.003,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male55-64YO,0.800 (0.670 - 0.896),0.317 (0.240 - 0.401),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,44,272014,95,12,0.02,0.454,0.8,0.670271,0.895704,0.316547,0.240321,0.400786,0.999651,0.999573,0.999718,0.999956,0.999923,0.999977,Feb 06 2024 1:08:07 PM,272165,133,56,4360730.6,4360879.6,0.049,0.02,0.003,0.001
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male55-64YO,0.796 (0.665 - 0.894),0.312 (0.236 - 0.396),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,43,271991,95,11,0.02,0.448,0.796296,0.664695,0.893681,0.311594,0.235534,0.395946,0.999651,0.999573,0.999718,0.999956,0.999923,0.999977,Feb 06 2024 1:08:07 PM,272140,132,55,4360303.2,4360452.6,0.049,0.02,0.003,0.001
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male55-64YO,0.182 (0.098 - 0.296),0.462 (0.266 - 0.666),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,13,272648,13,54,0.025,0.261,0.181818,0.097635,0.296065,0.461538,0.265871,0.666292,0.999949,0.999914,0.999972,0.999798,0.999737,0.999848,Feb 06 2024 1:08:07 PM,272728,132,67,4369823.9,4369943.1,0.048,0.025,0.003,0.002
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Male65-74YO,0.095 (0.072 - 0.123),0.771 (0.656 - 0.863),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,54,233052,16,513,0.243,0.17,0.095406,0.072486,0.122649,0.771429,0.655525,0.863343,0.999931,0.999889,0.999961,0.997804,0.997605,0.997989,Feb 05 2024 11:56:18 PM,233635,967,567,3631089.6,3631953.8,0.414,0.243,0.027,0.016
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Male65-74YO,0.608 (0.567 - 0.648),0.357 (0.327 - 0.388),0.997 (0.997 - 0.998),0.999 (0.999 - 0.999),Expected Value,349,232443,629,225,0.246,0.45,0.608014,0.566733,0.648178,0.356851,0.326784,0.387782,0.997301,0.997082,0.997508,0.999029,0.998893,0.999151,Feb 05 2024 11:56:18 PM,233646,978,574,3631227.6,3632098.8,0.419,0.246,0.027,0.016
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male65-74YO,0.134 (0.104 - 0.168),0.521 (0.428 - 0.612),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,64,212432,57,407,0.221,0.213,0.133758,0.104336,0.167868,0.520661,0.42798,0.612308,0.999732,0.999652,0.999797,0.998083,0.997888,0.998264,Feb 06 2024 1:08:21 PM,212960,871,471,3598413.8,3599278.2,0.409,0.221,0.024,0.013
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male65-74YO,0.665 (0.620 - 0.707),0.359 (0.327 - 0.392),0.997 (0.997 - 0.998),0.999 (0.999 - 0.999),Expected Value,314,211932,557,157,0.221,0.466,0.664544,0.61991,0.707095,0.359357,0.32744,0.392229,0.997379,0.997152,0.997592,0.999255,0.999129,0.999367,Feb 06 2024 1:08:21 PM,212960,871,471,3598413.8,3599278.2,0.409,0.221,0.024,0.013
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male65-74YO,0.802 (0.756 - 0.843),0.336 (0.303 - 0.369),0.997 (0.997 - 0.998),1.000 (1.000 - 1.000),Expected Value,276,209830,543,68,0.163,0.473,0.801749,0.755566,0.842634,0.335775,0.303462,0.369276,0.997419,0.997193,0.997631,0.999676,0.999589,0.999748,Feb 06 2024 1:08:21 PM,210717,787,343,3561746.5,3562661,0.373,0.163,0.022,0.01
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male65-74YO,0.826 (0.781 - 0.865),0.336 (0.303 - 0.369),0.997 (0.997 - 0.998),1.000 (1.000 - 1.000),Expected Value,276,209694,543,57,0.158,0.477,0.825826,0.780738,0.865005,0.335775,0.303462,0.369276,0.997417,0.997191,0.99763,0.999723,0.999643,0.99979,Feb 06 2024 1:08:21 PM,210570,784,333,3559437.8,3560359.2,0.372,0.158,0.022,0.009
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male65-74YO,0.167 (0.132 - 0.207),0.479 (0.394 - 0.564),1.000 (1.000 - 1.000),0.998 (0.998 - 0.999),Expected Value,68,212012,74,339,0.192,0.248,0.167076,0.132139,0.206939,0.478873,0.394404,0.564242,0.999656,0.999567,0.99973,0.998404,0.998224,0.998569,Feb 06 2024 1:08:21 PM,212493,784,407,3590765.4,3591567.6,0.369,0.192,0.022,0.011
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Male75-84YO,0.090 (0.077 - 0.104),0.767 (0.703 - 0.824),1.000 (1.000 - 1.000),0.989 (0.988 - 0.989),Expected Value,156,138149,46,1573,1.235,0.161,0.089699,0.076642,0.104168,0.767327,0.70288,0.82375,0.99966,0.999548,0.99975,0.988735,0.988168,0.989282,Feb 06 2024 12:00:39 AM,139924,2856,1729,2218705.8,2220820.6,2.041,1.235,0.129,0.078
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Male75-84YO,0.551 (0.528 - 0.575),0.334 (0.317 - 0.352),0.986 (0.985 - 0.987),0.994 (0.994 - 0.995),Expected Value,967,136280,1928,788,1.254,0.416,0.551311,0.527681,0.57477,0.334024,0.316846,0.351539,0.98605,0.985418,0.986662,0.994251,0.993836,0.994644,Feb 06 2024 12:00:39 AM,139963,2895,1755,2219291.1,2221445.3,2.068,1.254,0.13,0.079
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male75-84YO,0.113 (0.097 - 0.131),0.485 (0.429 - 0.540),0.999 (0.998 - 0.999),0.990 (0.990 - 0.991),Expected Value,158,125458,168,1236,1.098,0.184,0.113343,0.097171,0.131164,0.484663,0.429233,0.540373,0.998663,0.998445,0.998857,0.990236,0.98968,0.99077,Feb 06 2024 1:08:35 PM,127020,2580,1394,2203070.1,2205220.8,2.031,1.098,0.117,0.063
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male75-84YO,0.621 (0.594 - 0.646),0.335 (0.317 - 0.354),0.986 (0.986 - 0.987),0.996 (0.995 - 0.996),Expected Value,865,123911,1715,529,1.098,0.435,0.620516,0.594452,0.646072,0.335271,0.317057,0.35386,0.986356,0.985699,0.98699,0.995749,0.995372,0.996103,Feb 06 2024 1:08:35 PM,127020,2580,1394,2203070.1,2205220.8,2.031,1.098,0.117,0.063
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male75-84YO,0.806 (0.780 - 0.831),0.323 (0.305 - 0.342),0.986 (0.986 - 0.987),0.998 (0.998 - 0.999),Expected Value,777,118786,1627,188,0.795,0.461,0.806017,0.779617,0.830531,0.323211,0.304532,0.342322,0.986488,0.98582,0.987133,0.99842,0.998177,0.998637,Feb 06 2024 1:08:35 PM,121378,2314,965,2109319.2,2111750.5,1.906,0.795,0.11,0.046
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male75-84YO,0.824 (0.798 - 0.847),0.322 (0.304 - 0.341),0.986 (0.986 - 0.987),0.999 (0.998 - 0.999),Expected Value,776,118553,1628,166,0.777,0.463,0.823592,0.797705,0.847434,0.322379,0.303714,0.341479,0.986454,0.985784,0.9871,0.998602,0.998372,0.998806,Feb 06 2024 1:08:35 PM,121123,2309,941,2105143.5,2107598,1.906,0.777,0.11,0.045
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male75-84YO,0.143 (0.124 - 0.164),0.409 (0.362 - 0.458),0.998 (0.998 - 0.998),0.992 (0.991 - 0.992),Expected Value,175,124205,250,1039,0.966,0.212,0.143446,0.124191,0.164447,0.409412,0.362259,0.457834,0.997983,0.997718,0.998225,0.991696,0.991178,0.992191,Feb 06 2024 1:08:35 PM,125669,2309,1214,2180690.5,2182713.4,1.837,0.966,0.106,0.056
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Male85PlusYO,0.057 (0.044 - 0.071),0.764 (0.662 - 0.848),1.000 (0.999 - 1.000),0.979 (0.978 - 0.981),Expected Value,69,53919,20,1133,2.179,0.105,0.056619,0.044232,0.07123,0.764045,0.662212,0.847619,0.999629,0.999427,0.999773,0.979419,0.978199,0.980589,Feb 06 2024 12:04:35 AM,55141,2125,1202,795048.7,796372.5,3.854,2.179,0.267,0.151
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Male85PlusYO,0.464 (0.436 - 0.493),0.263 (0.244 - 0.282),0.971 (0.969 - 0.972),0.988 (0.987 - 0.989),Expected Value,563,52368,1577,648,2.195,0.336,0.464463,0.436064,0.493035,0.262617,0.244074,0.281812,0.970767,0.96931,0.972172,0.987777,0.986805,0.988695,Feb 06 2024 12:04:35 AM,55156,2140,1211,795310.2,796649.5,3.88,2.195,0.269,0.152
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male85PlusYO,0.082 (0.065 - 0.102),0.428 (0.353 - 0.505),0.998 (0.997 - 0.998),0.982 (0.981 - 0.983),Expected Value,74,45842,99,825,1.92,0.138,0.082314,0.065184,0.102236,0.427746,0.352946,0.505064,0.997867,0.997401,0.998268,0.982322,0.981085,0.983498,Feb 06 2024 1:08:47 PM,46840,1862,899,787476.2,788839.8,3.975,1.92,0.236,0.114
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male85PlusYO,0.551 (0.517 - 0.583),0.266 (0.246 - 0.287),0.970 (0.969 - 0.972),0.991 (0.990 - 0.992),Expected Value,496,44574,1366,404,1.92,0.359,0.550612,0.517418,0.583473,0.265843,0.24589,0.286537,0.970266,0.968671,0.9718,0.991018,0.990102,0.991869,Feb 06 2024 1:08:47 PM,46840,1862,899,787476.2,788839.8,3.975,1.92,0.236,0.114
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male85PlusYO,0.753 (0.715 - 0.787),0.255 (0.235 - 0.277),0.969 (0.967 - 0.971),0.996 (0.996 - 0.997),Expected Value,438,40141,1277,144,1.386,0.381,0.752577,0.715431,0.787137,0.255394,0.234896,0.276731,0.969191,0.967482,0.970835,0.996425,0.995793,0.996985,Feb 06 2024 1:08:47 PM,42000,1650,582,710336.3,711830.1,3.929,1.386,0.232,0.082
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male85PlusYO,0.765 (0.728 - 0.800),0.255 (0.234 - 0.276),0.969 (0.967 - 0.971),0.997 (0.996 - 0.997),Expected Value,437,40049,1277,135,1.365,0.382,0.765324,0.728365,0.799512,0.254959,0.234468,0.276293,0.969099,0.967386,0.970747,0.99664,0.996025,0.997183,Feb 06 2024 1:08:47 PM,41898,1649,572,708698.5,710203.2,3.936,1.365,0.233,0.081
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male85PlusYO,0.108 (0.087 - 0.133),0.374 (0.310 - 0.441),0.997 (0.996 - 0.997),0.985 (0.984 - 0.986),Expected Value,83,44777,139,683,1.676,0.168,0.108497,0.087348,0.132717,0.373874,0.310048,0.441118,0.996905,0.996347,0.997398,0.984976,0.983815,0.986074,Feb 06 2024 1:08:47 PM,45682,1649,766,768469.7,769735.4,3.61,1.676,0.215,0.099
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Female35-54YO,0.000 (0.000 - 0.206),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,1,646944,0,16,0.003,0,0,0,0.205907,0,0,0.975,1,0.999994,1,0.999975,0.99996,0.999986,Feb 06 2024 12:18:01 AM,646961,28,17,7563138,7563166.3,0.004,0.003,0,0
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Female35-54YO,0.562 (0.299 - 0.802),0.321 (0.159 - 0.524),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,9,646926,19,7,0.003,0.409,0.5625,0.298777,0.802466,0.321429,0.158776,0.523516,0.999971,0.999954,0.999982,0.999988,0.999976,0.999995,Feb 06 2024 12:18:01 AM,646961,28,17,7563138,7563166.3,0.004,0.003,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female35-54YO,0.000 (0.000 - 0.265),0.000 (0.000 - 0.842),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,546455,2,13,0.002,0,0,0,0.264648,0,0,0.841886,0.999996,0.999987,1,0.999976,0.999959,0.999987,Feb 06 2024 1:18:07 PM,546470,21,13,7402859.4,7402885.7,0.004,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female35-54YO,0.583 (0.277 - 0.848),0.333 (0.146 - 0.570),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,8,546444,13,5,0.002,0.424,0.583333,0.27667,0.848348,0.333333,0.145877,0.569675,0.999976,0.999959,0.999987,0.999991,0.999979,0.999997,Feb 06 2024 1:18:07 PM,546470,21,13,7402859.4,7402885.7,0.004,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female35-54YO,0.556 (0.212 - 0.863),0.250 (0.087 - 0.491),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,546171,14,4,0.002,0.345,0.555556,0.212009,0.863004,0.25,0.086571,0.491046,0.999973,0.999955,0.999985,0.999991,0.999979,0.999997,Feb 06 2024 1:18:07 PM,546195,16,10,7398754,7398773.2,0.003,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female35-54YO,0.556 (0.212 - 0.863),0.250 (0.087 - 0.491),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,546162,14,4,0.002,0.345,0.555556,0.212009,0.863004,0.25,0.086571,0.491046,0.999973,0.999955,0.999985,0.999991,0.999979,0.999997,Feb 06 2024 1:18:07 PM,546186,16,10,7398606.6,7398625.7,0.003,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female35-54YO,0.000 (0.000 - 0.308),0.000 (0.000 - 0.708),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,546433,3,10,0.002,0,0,0,0.308497,0,0,0.707598,0.999995,0.999984,0.999999,0.99998,0.999964,0.99999,Feb 06 2024 1:18:07 PM,546446,16,10,7402517.5,7402536.5,0.003,0.002,0,0
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Female55-64YO,0.062 (0.025 - 0.125),0.700 (0.348 - 0.933),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,7,304396,3,105,0.037,0.115,0.0625,0.025495,0.124539,0.7,0.347547,0.93326,0.999993,0.999976,0.999999,0.999655,0.999583,0.999718,Feb 06 2024 12:22:43 AM,304511,214,112,4527261.7,4527446.4,0.07,0.037,0.005,0.002
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Female55-64YO,0.614 (0.518 - 0.704),0.321 (0.260 - 0.387),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,71,304253,147,44,0.038,0.422,0.614035,0.51827,0.703722,0.321101,0.259647,0.3875,0.999514,0.999429,0.999589,0.999852,0.999802,0.999892,Feb 06 2024 12:22:43 AM,304515,218,115,4527302.3,4527489.5,0.072,0.038,0.005,0.003
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female55-64YO,0.124 (0.063 - 0.210),0.407 (0.224 - 0.612),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,12,272569,15,77,0.033,0.19,0.123596,0.063343,0.210394,0.407407,0.223897,0.612016,0.999945,0.999909,0.999969,0.999714,0.999643,0.999774,Feb 06 2024 1:18:28 PM,272673,180,89,4475166.1,4475328.8,0.066,0.033,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female55-64YO,0.640 (0.532 - 0.739),0.317 (0.249 - 0.390),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,58,272462,122,31,0.033,0.424,0.640449,0.531782,0.739484,0.316667,0.249473,0.390018,0.999552,0.999466,0.999628,0.999883,0.999834,0.99992,Feb 06 2024 1:18:28 PM,272673,180,89,4475166.1,4475328.8,0.066,0.033,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female55-64YO,0.779 (0.662 - 0.871),0.310 (0.242 - 0.385),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,54,271895,117,15,0.025,0.444,0.779412,0.662404,0.87096,0.309942,0.241559,0.385051,0.99957,0.999485,0.999644,0.999945,0.999909,0.999969,Feb 06 2024 1:18:28 PM,272081,162,68,4465315.2,4465486.4,0.06,0.025,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female55-64YO,0.779 (0.662 - 0.871),0.310 (0.242 - 0.385),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,54,271877,117,15,0.025,0.444,0.779412,0.662404,0.87096,0.309942,0.241559,0.385051,0.99957,0.999484,0.999644,0.999945,0.999909,0.999969,Feb 06 2024 1:18:28 PM,272063,162,68,4464982.3,4465154,0.06,0.025,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female55-64YO,0.148 (0.079 - 0.244),0.375 (0.211 - 0.563),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,13,272483,19,69,0.03,0.212,0.148148,0.078962,0.244489,0.375,0.211,0.563078,0.99993,0.999891,0.999958,0.999747,0.99968,0.999803,Feb 06 2024 1:18:28 PM,272584,162,82,4473708.4,4473857.9,0.059,0.03,0.004,0.002
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Female65-74YO,0.106 (0.085 - 0.130),0.748 (0.656 - 0.825),1.000 (1.000 - 1.000),0.997 (0.997 - 0.997),Expected Value,83,240754,28,699,0.324,0.186,0.106138,0.085428,0.12987,0.747748,0.656459,0.825377,0.999884,0.999832,0.999923,0.997101,0.996878,0.997311,Feb 06 2024 12:27:54 AM,241564,1348,782,3794192.7,3795382.4,0.558,0.324,0.036,0.021
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Female65-74YO,0.649 (0.615 - 0.682),0.378 (0.352 - 0.404),0.996 (0.996 - 0.997),0.999 (0.999 - 0.999),Expected Value,516,239937,850,279,0.329,0.478,0.649057,0.614747,0.682256,0.377745,0.351955,0.404062,0.99647,0.996225,0.996703,0.998834,0.99869,0.998967,Feb 06 2024 12:27:54 AM,241582,1366,795,3794434.7,3795641.5,0.565,0.329,0.036,0.021
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female65-74YO,0.135 (0.109 - 0.164),0.509 (0.431 - 0.586),1.000 (1.000 - 1.000),0.997 (0.997 - 0.998),Expected Value,87,219817,82,551,0.289,0.213,0.134796,0.109253,0.163773,0.508876,0.430975,0.58646,0.999627,0.999537,0.999703,0.997495,0.997277,0.9977,Feb 06 2024 1:18:43 PM,220537,1211,638,3761063.9,3762247,0.549,0.289,0.032,0.017
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female65-74YO,0.715 (0.678 - 0.749),0.377 (0.349 - 0.405),0.997 (0.996 - 0.997),0.999 (0.999 - 0.999),Expected Value,456,219144,755,182,0.289,0.493,0.714734,0.677974,0.749493,0.376548,0.349174,0.404523,0.996571,0.996318,0.996811,0.99917,0.999041,0.999286,Feb 06 2024 1:18:43 PM,220537,1211,638,3761063.9,3762247,0.549,0.289,0.032,0.017
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female65-74YO,0.846 (0.811 - 0.877),0.365 (0.336 - 0.393),0.997 (0.996 - 0.997),1.000 (1.000 - 1.000),Expected Value,413,217208,717,75,0.223,0.51,0.845996,0.810822,0.876898,0.364602,0.336479,0.393431,0.996705,0.996456,0.996942,0.99965,0.999562,0.999724,Feb 06 2024 1:18:43 PM,218413,1100,488,3726106.2,3727355.2,0.504,0.223,0.03,0.013
